Revendedora, Fabricante, Modelo, Ano, Kilometragem, Preco, Preço Fipe, %Desconto-Fipe, %Desconto/1000Kilometros
Movida,FIAT,UNO,2018,27807,36160,37328,3.1290184312044578%,0.11252223932697272
Movida,FIAT,UNO,2017,28120,33960,35303,3.8042092739993767%,0.1352800140108594
Movida,FIAT,UNO,2017,19320,34690,35303,1.7363963402543694%,0.089870935264964
Movida,FIAT,UNO,2017,30549,33960,35303,3.8042092739993767%,0.12452403515546241
Movida,FIAT,UNO,2017,29320,33960,35303,3.8042092739993767%,0.12974350376860874
Movida,FIAT,UNO,2017,34161,33960,35303,3.8042092739993767%,0.11135792032080606
Movida,FIAT,UNO,2018,26700,36160,37328,3.1290184312044578%,0.11718731250531657
Movida,FIAT,UNO,2017,28981,33960,35303,3.8042092739993767%,0.13126110254638662
Movida,FIAT,UNO,2018,23896,36760,37328,1.521645949421346%,0.06367518723778491
Movida,FIAT,UNO,2018,24727,36760,37328,1.521645949421346%,0.061535342503289625
Movida,FIAT,UNO,2017,29403,33960,35303,3.8042092739993767%,0.1293772709155005
Movida,FIAT,UNO,2017,32983,33960,35303,3.8042092739993767%,0.115334988903692
Movida,FIAT,UNO,2017,38136,32890,35303,6.835113163187264%,0.17922524485898902
Movida,FIAT,UNO,2017,38730,32890,35303,6.835113163187264%,0.17647654755072847
Movida,FIAT,UNO,2017,21959,34690,35303,1.7363963402543694%,0.07907087159628276
Movida,FIAT,UNO,2018,29876,36160,37328,3.1290184312044578%,0.10473000740383766
Movida,FIAT,UNO,2018,31940,36160,37328,3.1290184312044578%,0.09796244423169148
Movida,FIAT,UNO,2018,33015,36160,37328,3.1290184312044578%,0.09477278989594311
Movida,FIAT,UNO,2018,35981,34730,37328,6.959922846120874%,0.19342790412208533
Movida,FIAT,UNO,2018,32147,36160,37328,3.1290184312044578%,0.09733166701519402
Movida,FIAT,UNO,2018,21286,36760,37328,1.521645949421346%,0.07148240472689181
Movida,FIAT,UNO,2017,34776,33960,35303,3.8042092739993767%,0.10938865554818923
Movida,FIAT,UNO,2017,31150,33960,35303,3.8042092739993767%,0.12212157792685233
Movida,FIAT,UNO,2018,25231,36160,37328,3.1290184312044578%,0.12400992514285263
Movida,FIAT,UNO,2017,29351,33960,35303,3.8042092739993767%,0.1296064756745495
Movida,FIAT,UNO,2018,22504,36760,37328,1.521645949421346%,0.06761368360014867
Movida,FIAT,UNO,2017,28610,33960,35303,3.8042092739993767%,0.132963170598699
Movida,FIAT,UNO,2017,25688,33960,35303,3.8042092739993767%,0.14808709073920265
Movida,FIAT,UNO,2018,23991,36760,37328,1.521645949421346%,0.06342305557774866
Movida,FIAT,UNO,2017,26182,33960,35303,3.8042092739993767%,0.14529310140164903
Movida,FIAT,UNO,2017,29518,33960,35303,3.8042092739993767%,0.12887324347028614
Movida,FIAT,UNO,2017,32116,33960,35303,3.8042092739993767%,0.11844846262102242
Movida,FIAT,UNO,2017,30764,33960,35303,3.8042092739993767%,0.12365380380300266
Movida,FIAT,UNO,2017,30746,33960,35303,3.8042092739993767%,0.12372619357984119
Movida,FIAT,UNO,2017,33264,33960,35303,3.8042092739993767%,0.11436071769124836
Movida,FIAT,UNO,2017,35102,32890,35303,6.835113163187264%,0.19471592636490512
Movida,FIAT,UNO,2017,30952,33960,35303,3.8042092739993767%,0.12290276464314855
Movida,FIAT,UNO,2017,27160,33960,35303,3.8042092739993767%,0.1400614584882507
Movida,FIAT,UNO,2018,25016,36160,37328,3.1290184312044578%,0.12507568578184663
Movida,FIAT,UNO,2017,33899,33960,35303,3.8042092739993767%,0.11221856265484888
Movida,FIAT,UNO,2017,26499,33960,35303,3.8042092739993767%,0.14355506694337272
Movida,FIAT,UNO,2017,17969,34690,35303,1.7363963402543694%,0.09662750919612517
Movida,FIAT,UNO,2017,30491,33960,35303,3.8042092739993767%,0.12476089708774028
Movida,FIAT,UNO,2017,34345,33960,35303,3.8042092739993767%,0.11076134845395029
Movida,FIAT,UNO,2018,32426,36160,37328,3.1290184312044578%,0.09649423107917654
Movida,FIAT,UNO,2017,29192,33960,35303,3.8042092739993767%,0.13031237878941448
Movida,FIAT,UNO,2017,32262,33960,35303,3.8042092739993767%,0.11791244688960657
Movida,FIAT,UNO,2017,36486,32890,35303,6.835113163187264%,0.1873300946415782
Movida,FIAT,UNO,2017,36466,32890,35303,6.835113163187264%,0.18743283415655973
Movida,FIAT,UNO,2017,29248,33960,35303,3.8042092739993767%,0.13006288331222868
Movida,FIAT,UNO,2017,42586,32890,35303,6.835113163187264%,0.16049764395677704
Movida,FIAT,UNO,2017,41399,32890,35303,6.835113163187264%,0.16509935176780832
Movida,FIAT,UNO,2017,25746,33960,35303,3.8042092739993767%,0.1477534964850032
Movida,FIAT,UNO,2017,25669,33960,35303,3.8042092739993767%,0.14819669941563604
Movida,FIAT,UNO,2018,27047,36160,37328,3.1290184312044578%,0.11568391123944312
Movida,FIAT,UNO,2017,23315,34690,35303,1.7363963402543694%,0.07447230829706508
Movida,FIAT,UNO,2017,27912,33960,35303,3.8042092739993767%,0.13628808347362795
Movida,FIAT,UNO,2017,25443,33960,35303,3.8042092739993767%,0.14951301972957778
Movida,FIAT,UNO,2017,31276,33960,35303,3.8042092739993767%,0.12162960878598897
Movida,FIAT,UNO,2017,21405,34690,35303,1.7363963402543694%,0.08111727273915581
Movida,FIAT,UNO,2017,27452,33960,35303,3.8042092739993767%,0.13857171434813598
Movida,FIAT,UNO,2017,34713,33960,35303,3.8042092739993767%,0.10958717733477492
Movida,FIAT,UNO,2017,29275,33960,35303,3.8042092739993767%,0.12994293188958111
Movida,FIAT,UNO,2017,32476,33960,35303,3.8042092739993767%,0.11713548893060864
Movida,FIAT,UNO,2017,37437,32890,35303,6.835113163187264%,0.18257153595777723
Movida,FIAT,UNO,2017,27814,33960,35303,3.8042092739993767%,0.13676826438969536
Movida,FIAT,UNO,2017,34331,33960,35303,3.8042092739993767%,0.11080651502969174
Movida,FIAT,UNO,2018,21387,36760,37328,1.521645949421346%,0.0711448452132666
Movida,FIAT,UNO,2018,20699,36760,37328,1.521645949421346%,0.07350946615562058
Movida,FIAT,UNO,2018,28032,36160,37328,3.1290184312044578%,0.11161910716671272
Movida,FIAT,UNO,2017,33442,33960,35303,3.8042092739993767%,0.1137520340280291
Movida,FIAT,UNO,2018,30381,36160,37328,3.1290184312044578%,0.1029892183267875
Movida,FIAT,UNO,2018,19868,36760,37328,1.521645949421346%,0.07658392216122331
Movida,FIAT,UNO,2017,31671,33960,35303,3.8042092739993767%,0.12011269493557011
Movida,FIAT,UNO,2018,25391,36160,37328,3.1290184312044578%,0.12322851414636332
Movida,FIAT,UNO,2018,32911,36160,37328,3.1290184312044578%,0.0950722663832176
Movida,FIAT,UNO,2018,20139,36760,37328,1.521645949421346%,0.07555342350652164
Movida,FIAT,UNO,2017,37369,32890,35303,6.835113163187264%,0.1829037506873766
Movida,FIAT,UNO,2018,31047,36160,37328,3.1290184312044578%,0.10078003192490523
Movida,FIAT,UNO,2018,28275,36160,37328,3.1290184312044578%,0.1106598681286058
Movida,FIAT,UNO,2017,25140,33960,35303,3.8042092739993767%,0.15131495461594116
Movida,FIAT,UNO,2017,30684,33960,35303,3.8042092739993767%,0.1239761862147426
Movida,FIAT,UNO,2017,37003,32890,35303,6.835113163187264%,0.18471281924081895
Movida,FIAT,UNO,2017,29267,33960,35303,3.8042092739993767%,0.1299784499794785
Movida,FIAT,UNO,2017,25010,33960,35303,3.8042092739993767%,0.15210144632359268
Movida,FIAT,UNO,2018,29550,36160,37328,3.1290184312044578%,0.10588536534142524
Movida,FIAT,UNO,2017,33070,33960,35303,3.8042092739993767%,0.11503157672883725
Movida,FIAT,UNO,2017,32063,33960,35303,3.8042092739993767%,0.11864425130986081
Movida,FIAT,UNO,2017,29756,33960,35303,3.8042092739993767%,0.12784250005038736
Movida,FIAT,UNO,2017,27211,33960,35303,3.8042092739993767%,0.13979895906215556
Movida,FIAT,UNO,2018,35019,34730,37328,6.959922846120874%,0.19874137196233221
Movida,FIAT,UNO,2018,33037,36160,37328,3.1290184312044578%,0.09470968070719951
Movida,FIAT,UNO,2017,31476,33960,35303,3.8042092739993767%,0.12085679302345766
Movida,FIAT,UNO,2017,32575,33960,35303,3.8042092739993767%,0.11677950865666063
Movida,FIAT,UNO,2018,32103,36160,37328,3.1290184312044578%,0.09746506451546404
Movida,FIAT,UNO,2017,29957,33960,35303,3.8042092739993767%,0.12698475445621793
Movida,FIAT,UNO,2017,39584,32890,35303,6.835113163187264%,0.17266927278482416
Movida,FIAT,UNO,2017,32803,33960,35303,3.8042092739993767%,0.11596784764051264
Movida,FIAT,UNO,2017,32876,33960,35303,3.8042092739993767%,0.11571035295189272
Movida,FIAT,UNO,2017,28256,33960,35303,3.8042092739993767%,0.13462891580845018
Movida,FIAT,UNO,2017,39760,32890,35303,6.835113163187264%,0.17190496122298896
Movida,FIAT,UNO,2017,32844,33960,35303,3.8042092739993767%,0.1158230864362727
Movida,FIAT,UNO,2017,29410,33960,35303,3.8042092739993767%,0.12934647832441526
Movida,FIAT,UNO,2017,28556,33960,35303,3.8042092739993767%,0.13321459796194898
Movida,FIAT,UNO,2018,30001,36160,37328,3.1290184312044578%,0.10429366146271773
Movida,FIAT,UNO,2017,35805,32890,35303,6.835113163187264%,0.1908929554596231
Movida,FIAT,UNO,2018,23500,36760,37328,1.521645949421346%,0.06474813622489876
Movida,FIAT,UNO,2018,33139,36160,37328,3.1290184312044578%,0.0944181783706837
Movida,FIAT,UNO,2018,32192,36160,37328,3.1290184312044578%,0.09719561492263715
Movida,FIAT,UNO,2018,35522,34730,37328,6.959922846120874%,0.19592722591337652
Movida,FIAT,UNO,2018,31136,36160,37328,3.1290184312044578%,0.10049196875757002
Movida,FIAT,UNO,2018,29538,36160,37328,3.1290184312044578%,0.10592838048696494
Movida,FIAT,UNO,2018,30033,36160,37328,3.1290184312044578%,0.10418254082721108
Movida,FIAT,UNO,2017,29003,33960,35303,3.8042092739993767%,0.13116153889116594
Movida,FIAT,UNO,2017,39209,32890,35303,6.835113163187264%,0.17432066215728803
Movida,FIAT,UNO,2017,29829,33960,35303,3.8042092739993767%,0.12752964378140721
Movida,FIAT,UNO,2017,35833,32890,35303,6.835113163187264%,0.19074379536717262
Movida,FIAT,UNO,2017,30772,33960,35303,3.8042092739993767%,0.12362165775190515
Movida,FIAT,UNO,2017,33067,33960,35303,3.8042092739993767%,0.11504201264060049
Movida,FIAT,UNO,2018,29900,36160,37328,3.1290184312044578%,0.1046459459952663
Movida,FIAT,UNO,2018,27390,36160,37328,3.1290184312044578%,0.11423527549941431
Movida,FIAT,UNO,2018,34100,36160,37328,3.1290184312044578%,0.09175738046404673
Movida,FIAT,UNO,2018,28800,36160,37328,3.1290184312044578%,0.10864270098970374
Movida,FIAT,UNO,2018,22800,36760,37328,1.521645949421346%,0.06673593041626884
Movida,FIAT,UNO,2017,36800,32890,35303,6.835113163187264%,0.18573172368107563
Movida,FIAT,UNO,2017,25272,33960,35303,3.8042092739993767%,0.15052464187074652
Movida,FIAT,UNO,2018,31502,36160,37328,3.1290184312044578%,0.09932445897865148
Movida,FIAT,UNO,2018,23268,36760,37328,1.521645949421346%,0.06539369759857948
Movida,FIAT,UNO,2018,24851,36760,37328,1.521645949421346%,0.061228309569505306
Movida,FIAT,UNO,2018,39338,34730,37328,6.959922846120874%,0.1769217022832526
Movida,FIAT,UNO,2018,29010,36160,37328,3.1290184312044578%,0.10785627628156415
Movida,FIAT,UNO,2018,31062,36160,37328,3.1290184312044578%,0.10073136629444862
Movida,FIAT,UNO,2017,29569,33960,35303,3.8042092739993767%,0.1286509730808041
Movida,FIAT,UNO,2018,30469,36160,37328,3.1290184312044578%,0.10269177654100616
Movida,FIAT,UNO,2018,27290,36160,37328,3.1290184312044578%,0.1146538577261536
Movida,FIAT,UNO,2017,39483,32890,35303,6.835113163187264%,0.17311096046974125
Movida,FIAT,UNO,2017,37888,32890,35303,6.835113163187264%,0.18039835211241426
Movida,FIAT,UNO,2017,31364,33960,35303,3.8042092739993767%,0.12128835561930103
Movida,FIAT,UNO,2017,29477,33960,35303,3.8042092739993767%,0.12905248911050196
Movida,FIAT,UNO,2017,32848,33960,35303,3.8042092739993767%,0.11580898273918161
Movida,FIAT,UNO,2017,45407,32460,35303,8.05313995977679%,0.17735068621777636
Movida,FIAT,UNO,2017,33603,33960,35303,3.8042092739993767%,0.11320703707890063
Movida,FIAT,UNO,2017,38598,32890,35303,6.835113163187264%,0.17708005811516525
Movida,FIAT,UNO,2018,25232,36160,37328,3.1290184312044578%,0.12400501054985366
Movida,FIAT,UNO,2018,23402,36760,37328,1.521645949421346%,0.0650192688724243
Movida,FIAT,UNO,2018,27106,36160,37328,3.1290184312044578%,0.1154321183164665
Movida,FIAT,UNO,2017,35749,32890,35303,6.835113163187264%,0.19119197659265075
Movida,FIAT,UNO,2017,25003,33960,35303,3.8042092739993767%,0.1521440279155086
Movida,FIAT,UNO,2017,33715,33960,35303,3.8042092739993767%,0.11283097858581613
Movida,FIAT,UNO,2017,27535,33960,35303,3.8042092739993767%,0.13815402651072695
Movida,FIAT,UNO,2017,43989,32890,35303,6.835113163187264%,0.1553787943438796
Movida,FIAT,UNO,2017,21676,34690,35303,1.7363963402543694%,0.08010316650156245
Movida,FIAT,UNO,2017,29105,33960,35303,3.8042092739993767%,0.1307018921871565
Movida,FIAT,UNO,2018,38691,34730,37328,6.959922846120874%,0.17988015212759417
Movida,FIAT,UNO,2018,34253,36160,37328,3.1290184312044578%,0.09134753404578903
Movida,FIAT,UNO,2017,29408,33960,35303,3.8042092739993767%,0.12935527471180172
Movida,FIAT,UNO,2017,28226,33960,35303,3.8042092739993767%,0.13477200106279014
Movida,FIAT,UNO,2018,49021,34960,37328,6.343763394770682%,0.12940645821816085
Movida,FIAT,UNO,2018,25546,36160,37328,3.1290184312044578%,0.12248085611635251
Movida,FIAT,UNO,2017,30500,33960,35303,3.8042092739993767%,0.12472408360379583
Movida,FIAT,UNO,2017,28183,33960,35303,3.8042092739993767%,0.13497762113253536
Movida,FIAT,UNO,2017,23508,34690,35303,1.7363963402543694%,0.07386091880787653
Movida,FIAT,UNO,2018,36088,34730,37328,6.959922846120874%,0.19285441120897986
Movida,FIAT,UNO,2017,36291,32890,35303,6.835113163187264%,0.18833663515891283
Movida,FIAT,UNO,2017,27092,33960,35303,3.8042092739993767%,0.1404129950171401
Movida,FIAT,UNO,2017,27743,33960,35303,3.8042092739993767%,0.13711826967990834
Movida,FIAT,UNO,2017,33670,33960,35303,3.8042092739993767%,0.11298177286090039
Movida,FIAT,UNO,2017,25532,33960,35303,3.8042092739993767%,0.14899186441073814
Movida,FIAT,UNO,2017,33771,33960,35303,3.8042092739993767%,0.112643884697364
Movida,FIAT,UNO,2018,25876,36160,37328,3.1290184312044578%,0.12091890216039176
Movida,FIAT,UNO,2017,26632,33960,35303,3.8042092739993767%,0.14283818097846193
Movida,FIAT,UNO,2017,35900,32890,35303,6.835113163187264%,0.19038782104084187
Movida,FIAT,UNO,2017,26014,33960,35303,3.8042092739993767%,0.146231377051677
Movida,FIAT,UNO,2018,22150,36760,37328,1.521645949421346%,0.06869423273989192
Movida,FIAT,UNO,2017,29607,33960,35303,3.8042092739993767%,0.12848585767358067
Movida,FIAT,UNO,2017,22687,34690,35303,1.7363963402543694%,0.07653368918610584
Movida,FIAT,UNO,2017,34120,33960,35303,3.8042092739993767%,0.11149172867147436
Movida,FIAT,UNO,2017,32814,33960,35303,3.8042092739993767%,0.1159289737619801
Movida,FIAT,UNO,2018,20206,36760,37328,1.521645949421346%,0.07530291232846766
Movida,FIAT,UNO,2017,20925,34690,35303,1.7363963402543694%,0.08297793846193106
Movida,FIAT,UNO,2017,38667,32890,35303,6.835113163187264%,0.17676407270061198
Movida,FIAT,UNO,2017,28393,33960,35303,3.8042092739993767%,0.13397933626820374
Movida,FIAT,UNO,2017,55589,32460,35303,8.05313995977679%,0.14486670192079132
Movida,FIAT,UNO,2017,31040,33960,35303,3.8042092739993767%,0.1225543401952056
Movida,FIAT,UNO,2018,37475,34730,37328,6.959922846120874%,0.18571680131606558
Movida,FIAT,UNO,2018,28872,36160,37328,3.1290184312044578%,0.10837178094428904
Movida,FIAT,UNO,2017,19274,34690,35303,1.7363963402543694%,0.09008541324276884
Movida,FIAT,UNO,2017,31885,33960,35303,3.8042092739993767%,0.11930656946620388
Movida,FIAT,UNO,2017,36910,32890,35303,6.835113163187264%,0.18517821687809227
Movida,FIAT,UNO,2017,33143,33960,35303,3.8042092739993767%,0.11477821850106737
Movida,FIAT,UNO,2018,22564,36760,37328,1.521645949421346%,0.06743389981924866
Movida,FIAT,UNO,2018,24354,36760,37328,1.521645949421346%,0.06247776429568244
Movida,FIAT,UNO,2018,31548,36160,37328,3.1290184312044578%,0.09917963901247132
Movida,FIAT,UNO,2018,27484,36160,37328,3.1290184312044578%,0.11384458545404612
Movida,FIAT,UNO,2017,53066,32460,35303,8.05313995977679%,0.1517541967659146
Movida,FIAT,UNO,2017,39571,32890,35303,6.835113163187264%,0.1727259972502594
Movida,FIAT,UNO,2017,28310,33960,35303,3.8042092739993767%,0.1343721265232375
Movida,FIAT,UNO,2017,24950,34690,35303,1.7363963402543694%,0.06959225442885533
Movida,FIAT,UNO,2017,19232,34690,35303,1.7363963402543694%,0.09028213696533922
Movida,FIAT,UNO,2017,26659,33960,35303,3.8042092739993767%,0.14269352115526546
Movida,FIAT,UNO,2017,29396,33960,35303,3.8042092739993767%,0.12940807817122077
Movida,FIAT,UNO,2017,31448,33960,35303,3.8042092739993767%,0.12096439549745228
Movida,FIAT,UNO,2017,26234,33960,35303,3.8042092739993767%,0.1450051181246189
Movida,FIAT,UNO,2018,41725,34730,37328,6.959922846120874%,0.16680062421801453
Movida,FIAT,UNO,2017,31338,33960,35303,3.8042092739993767%,0.12138898095023379
Movida,FIAT,UNO,2018,28910,36160,37328,3.1290184312044578%,0.10822933939346469
Movida,FIAT,UNO,2017,29635,33960,35303,3.8042092739993767%,0.1283644646375819
Movida,FIAT,UNO,2017,28144,33960,35303,3.8042092739993767%,0.1351646570971532
Movida,FIAT,UNO,2017,23215,34690,35303,1.7363963402543694%,0.07479308839827573
Movida,FIAT,UNO,2017,22004,34690,35303,1.7363963402543694%,0.07890917247236398
Movida,FIAT,UNO,2017,21746,34690,35303,1.7363963402543694%,0.07984532764309418
Movida,FIAT,UNO,2017,35513,32890,35303,6.835113163187264%,0.19246249825948258
Movida,FIAT,UNO,2017,29997,33960,35303,3.8042092739993767%,0.12681543016199004
Movida,FIAT,UNO,2018,32383,36160,37328,3.1290184312044578%,0.09662235768294397
Movida,FIAT,UNO,2018,26680,36160,37328,3.1290184312044578%,0.11727515577393867
Movida,FIAT,UNO,2018,28658,36160,37328,3.1290184312044578%,0.10918100531087817
Movida,FIAT,UNO,2018,39826,34730,37328,6.959922846120874%,0.17475388169133688
Movida,FIAT,UNO,2018,18075,36760,37328,1.521645949421346%,0.08418045748071176
Movida,FIAT,UNO,2017,36447,32890,35303,6.835113163187264%,0.187530541132223
Movida,FIAT,UNO,2017,29207,33960,35303,3.8042092739993767%,0.13024545583399674
Movida,FIAT,UNO,2017,29397,33960,35303,3.8042092739993767%,0.1294036762364575
Movida,FIAT,UNO,2017,33039,33960,35303,3.8042092739993767%,0.11513950587165184
Movida,FIAT,UNO,2017,30482,33960,35303,3.8042092739993767%,0.12479773230979159
Movida,FIAT,UNO,2018,23100,36760,37328,1.521645949421346%,0.06586926753912584
Movida,FIAT,UNO,2017,26977,33960,35303,3.8042092739993767%,0.14101153806803235
Movida,FIAT,UNO,2018,15700,36760,37328,1.521645949421346%,0.09691395130382434
Movida,FIAT,UNO,2018,36646,34730,37328,6.959922846120874%,0.18991794269983556
Movida,FIAT,UNO,2018,32400,36160,37328,3.1290184312044578%,0.0965716623315471
Movida,FIAT,UNO,2018,28800,36160,37328,3.1290184312044578%,0.10864270098970374
Movida,FIAT,UNO,2017,26700,33960,35303,3.8042092739993767%,0.1424744119695658
Movida,FIAT,UNO,2017,29100,33960,35303,3.8042092739993767%,0.1307243487852437
Movida,FIAT,UNO,2017,35611,32890,35303,6.835113163187264%,0.19193286429257733
Movida,FIAT,UNO,2017,22486,34690,35303,1.7363963402543694%,0.07721778539842439
Movida,FIAT,UNO,2017,33011,33960,35303,3.8042092739993767%,0.11523716448562271
Movida,FIAT,UNO,2017,26661,33960,35303,3.8042092739993767%,0.14268281726799853
Movida,FIAT,UNO,2017,31817,33960,35303,3.8042092739993767%,0.11956154610595816
Movida,FIAT,UNO,2017,25780,33960,35303,3.8042092739993767%,0.14755863907526384
Movida,FIAT,UNO,2018,22290,36760,37328,1.521645949421346%,0.0682627943753688
Movida,FIAT,UNO,2017,23021,34690,35303,1.7363963402543694%,0.07542334898159887
Movida,FIAT,UNO,2017,29730,33960,35303,3.8042092739993767%,0.12795429935082495
Movida,FIAT,UNO,2017,25500,33960,35303,3.8042092739993767%,0.14917882726165158
Movida,FIAT,UNO,2017,29114,33960,35303,3.8042092739993767%,0.13066148974753142
Movida,FIAT,UNO,2018,20381,36760,37328,1.521645949421346%,0.07465636097641772
Movida,FIAT,UNO,2017,29287,33960,35303,3.8042092739993767%,0.12988969113628027
Movida,FIAT,UNO,2017,26474,33960,35303,3.8042092739993767%,0.1436906241359538
Movida,FIAT,UNO,2017,22372,34690,35303,1.7363963402543694%,0.077611243027505
Movida,FIAT,UNO,2017,30626,33960,35303,3.8042092739993767%,0.12421096659807937
Movida,FIAT,UNO,2017,29670,33960,35303,3.8042092739993767%,0.128213045532654
Movida,FIAT,UNO,2017,28429,33960,35303,3.8042092739993767%,0.1338096825184445
Movida,FIAT,UNO,2017,32622,33960,35303,3.8042092739993767%,0.11661126426139155
Movida,FIAT,UNO,2017,28910,33960,35303,3.8042092739993767%,0.1315834552246334
Movida,FIAT,UNO,2017,31001,33960,35303,3.8042092739993767%,0.122708511515366
Movida,FIAT,UNO,2017,25996,33960,35303,3.8042092739993767%,0.14633262584141926
Movida,FIAT,UNO,2018,18292,36760,37328,1.521645949421346%,0.0831818700826188
Movida,FIAT,UNO,2017,29315,33960,35303,3.8042092739993767%,0.12976563221446913
Movida,FIAT,UNO,2018,19146,36760,37328,1.521645949421346%,0.07947176839303002
Movida,FIAT,UNO,2017,30720,33960,35303,3.8042092739993767%,0.12383090635068444
Movida,FIAT,UNO,2018,25502,36160,37328,3.1290184312044578%,0.12269217077224082
Movida,FIAT,UNO,2017,24319,34690,35303,1.7363963402543694%,0.07139787583282768
Movida,FIAT,UNO,2017,27539,33960,35303,3.8042092739993767%,0.13813396056642618
Movida,FIAT,UNO,2018,30530,36160,37328,3.1290184312044578%,0.10248660152646351
Movida,FIAT,UNO,2018,33610,36160,37328,3.1290184312044578%,0.09309507099474748
Movida,FIAT,UNO,2018,32365,36160,37328,3.1290184312044578%,0.09667609315962608
Movida,FIAT,UNO,2018,31935,36160,37328,3.1290184312044578%,0.09797778153821574
Movida,FIAT,UNO,2018,16689,36760,37328,1.521645949421346%,0.09117111740091946
Movida,FIAT,UNO,2017,29661,33960,35303,3.8042092739993767%,0.12825194774456802
Movida,FIAT,UNO,2017,34058,33960,35303,3.8042092739993767%,0.11169468492907533
Movida,FIAT,UNO,2018,24436,36760,37328,1.521645949421346%,0.06226811594800286
Movida,FIAT,UNO,2018,20713,36760,37328,1.521645949421346%,0.07345978321045409
Movida,FIAT,UNO,2018,35455,34730,37328,6.959922846120874%,0.19629746294339107
Movida,FIAT,UNO,2018,31623,36160,37328,3.1290184312044578%,0.09894442294474
Movida,FIAT,UNO,2018,29577,36160,37328,3.1290184312044578%,0.10578870887837101
Movida,FIAT,UNO,2017,26942,33960,35303,3.8042092739993767%,0.14119471751473023
Movida,FIAT,UNO,2018,34801,36160,37328,3.1290184312044578%,0.08990915554291298
Movida,FIAT,UNO,2017,25536,33960,35303,3.8042092739993767%,0.14896852700001476
Movida,FIAT,UNO,2017,25354,33960,35303,3.8042092739993767%,0.15003783372113497
Movida,FIAT,UNO,2018,24847,36760,37328,1.521645949421346%,0.0612381660262937
Movida,FIAT,UNO,2018,27204,36160,37328,3.1290184312044578%,0.11501629962155697
Movida,FIAT,UNO,2018,25005,36160,37328,3.1290184312044578%,0.1251307058787674
Movida,FIAT,UNO,2017,39495,32890,35303,6.835113163187264%,0.17305836447202916
Movida,FIAT,UNO,2018,24606,36760,37328,1.521645949421346%,0.06183793024023026
Movida,FIAT,UNO,2017,29469,33960,35303,3.8042092739993767%,0.1290875220223745
Movida,FIAT,UNO,2018,23850,36760,37328,1.521645949421346%,0.06379799377054823
Movida,FIAT,UNO,2017,25058,33960,35303,3.8042092739993767%,0.15181009912603763
Movida,FIAT,UNO,2018,29398,36160,37328,3.1290184312044578%,0.10643281850418237
Movida,FIAT,UNO,2018,37452,34730,37328,6.959922846120874%,0.1858308505625951
Movida,FIAT,UNO,2018,29621,36160,37328,3.1290184312044578%,0.10563157218298756
Movida,FIAT,UNO,2018,29446,36160,37328,3.1290184312044578%,0.1062593279860243
Movida,FIAT,UNO,2017,26750,33960,35303,3.8042092739993767%,0.14220811461251456
Movida,FIAT,UNO,2017,25370,33960,35303,3.8042092739993767%,0.14994321366912525
Movida,FIAT,UNO,2017,33790,33960,35303,3.8042092739993767%,0.1125805473054771
Movida,FIAT,UNO,2017,24936,34690,35303,1.7363963402543694%,0.06963132454803582
Movida,FIAT,UNO,2017,34638,33960,35303,3.8042092739993767%,0.1098244543433522
Movida,FIAT,UNO,2017,25913,33960,35303,3.8042092739993767%,0.14680131488768144
Movida,FIAT,UNO,2017,25166,33960,35303,3.8042092739993767%,0.15115863130287188
Movida,FIAT,UNO,2018,31593,36160,37328,3.1290184312044578%,0.09903837536255167
Movida,FIAT,UNO,2018,26625,36160,37328,3.1290184312044578%,0.11751740521311717
Movida,FIAT,UNO,2018,22717,36760,37328,1.521645949421346%,0.06697974951234026
Movida,FIAT,UNO,2017,32120,33960,35303,3.8042092739993767%,0.11843371233770358
Movida,FIAT,UNO,2017,36812,32890,35303,6.835113163187264%,0.18567118037615146
Movida,FIAT,UNO,2018,34500,36160,37328,3.1290184312044578%,0.09069355761295202
Movida,FIAT,UNO,2018,54376,34960,37328,6.343763394770682%,0.11666262196830796
Movida,FIAT,UNO,2017,31317,33960,35303,3.8042092739993767%,0.12147037722713382
Movida,FIAT,UNO,2018,28171,36160,37328,3.1290184312044578%,0.11106838105936595
Movida,FIAT,UNO,2017,35295,34660,35303,1.8213749539699176%,0.051602871542665386
Movida,FIAT,UNO,2018,25800,36160,37328,3.1290184312044578%,0.12127508357057701
Movida,FIAT,UNO,2017,37563,32890,35303,6.835113163187264%,0.18195914075144456
Movida,FIAT,UNO,2018,29902,36160,37328,3.1290184312044578%,0.10463894696868065
Movida,FIAT,UNO,2017,29149,33960,35303,3.8042092739993767%,0.13050460631215702
Movida,FIAT,UNO,2018,33405,36160,37328,3.1290184312044578%,0.0936663602707435
Movida,FIAT,UNO,2017,31983,33960,35303,3.8042092739993767%,0.11894101031763935
Movida,FIAT,UNO,2017,36955,32890,35303,6.835113163187264%,0.18495273198363632
Movida,FIAT,UNO,2018,26891,36160,37328,3.1290184312044578%,0.11635499149205926
Movida,FIAT,UNO,2017,30242,33960,35303,3.8042092739993767%,0.1257880922527321
Movida,FIAT,UNO,2017,30118,35360,35303,-0.16145936605954167%,-0.00536071470034004
Movida,FIAT,UNO,2018,28751,36160,37328,3.1290184312044578%,0.10882785306081169
Movida,FIAT,UNO,2018,26423,36160,37328,3.1290184312044578%,0.11841577472012026
Movida,FIAT,UNO,2017,33694,33960,35303,3.8042092739993767%,0.11290129912448069
